Name_phone,Id_comment,Name_comment,Buy_place_comment,Content_comment,Used_comment
iPhone 11,r-47904110,Nguyễn Thị Thanh Thư,Đã mua tại DMX,Mua máy ở hệ thống TGDD và ĐMX mình vô cùng tin tưởng luôn. Sẽ giới thiệu người thân mua ở đây.,Đã dùng khoảng 8 tháng
iPhone 11,r-47803206,Nguyên,Đã mua tại TGDD,"Xài rất ok. Nhu cầu nge gọi, face, youtobe pin trụ đc cả ngày. Nói chung là ổn. Ko có ji phàn nàn",Đã dùng khoảng 3 tuần
iPhone 11,r-47676948,Đoài Nguyễn,Đã mua tại TGDD,Bóc hộp 5 cái mới đươc 1 cái toàn bụi cam đốm màn thôi chế độ bảo hành 1 đổi 1 tại thế gioi di dong tốt nhiệt tình lúc ra về quản lý có ra xin lỗi mình vì máy lỗi nhiều quá nhưng khong sao mình đã chọn được máy như ý,Đã dùng khoảng 2 tuần
iPhone 11,r-47640815,Gia Huy,Đã mua tại TGDD,#34169284 có giao phú giáo k ạ alo alo alo alo alo alo alo alo apo apo apo alo alo,Đã dùng khoảng 8 tháng
iPhone 11,r-47491048,Nguyễn Thanh Hải,Đã mua tại TGDD,"Mình là 1 tín đồ của iphone xài từ ip4.5.6.8 và giờ là 11, nói chung tuyệt , không có gì để bàn cÃi",Đã dùng khoảng 7 tháng
iPhone 11,r-47470181,Nguyen Thanh An,Đã mua tại TGDD,E mới mua iphone 11. Và trong máy chỉ có 1 dây sạc chứ ko có củ sach kèm theo. Vậy cho em hỏi dây sạc đi kèm iphone 11 hỗ trợ sạc bao nhiêu W ạ. Để e mua củ xạc tương ứng. Rất mong được phản hồi. Cám ơn!,Đã dùng khoảng 2 ngày
iPhone 11,r-47454757,Nguyễn Thị Hoà,Đã mua tại TGDD,Mình mua ip11 xong được tặng 1 cái thẻ viettel mà nạp lại báo là thuê bao quý khách không được hô trợ mình với,Đã dùng khoảng 2 ngày
iPhone 11,r-47342921,Khongquenten,Đã mua tại TGDD,cho e hỏi ip11 của em không làm j tự nhiên nó bảo bị nhiễm 8 virus là sao ạ mong ad giải thích dùm em,Đã dùng khoảng 7 tháng
iPhone 11,r-47286818,Hoàng Hải Long,Đã mua tại TGDD,Điện thoại mình vừa mua được 11 ngày thì vỡ màn hình thì có được thay miễn phí không ạ.,Đã dùng khoảng 2 tuần
iPhone 11,r-47214624,Châu Pha Lê,Đã mua tại DMX,"Mình mua con 11 này hồi cuối tháng 12 năm 2020, giờ mình mới viết đánh giá. Nói chung là sài tốt, có thể đó giờ mình chỉ sử dụng hãng apple nên mình thấy tốt, không giật lag, máy nóng khi gọi đt liên tục. Đặc biệt sau 7 tháng sử dụng, pin đt mình vẫn 100%, pin sài ổn trong ngày, có đôi lúc sạc 2 lần do mình sd ứng dụng nhiều thôi. Minh cũng khuyến cáo với mọi người là không nên vừa sạc vừa sử dụng, không những làm nóng máy mà còn giảm tuổi thọ pin. Đến lúc đó thì mọi người bảo 11 sài không ổn thì không đúng. Cảm ơn mấy anh chị em nhân viên ở chi nhánh TX Duyên Hải phục vụ tốt và nhiệt tình ạ.",Đã dùng khoảng 7 tháng
iPhone 11,r-46903067,Thư,Đã mua tại DMX,appstore của em như này là bị sao ạ?? tự dưng nó bị vậy ạ đang dùng bình thường mà nó lên này ạ???,Đã dùng khoảng 1 ngày
iPhone 11,r-46859241,Khả Sơn,Đã mua tại TGDD,Cảm nhận ban đầu thấy khá ok.. pin trâu. Camera tốt . Game thì khỏi phải nói nữa r.. chỉ có cái màn hình nhưng cũng chấp nhận dc,Đã dùng khoảng 1 ngày
iPhone 11,r-46722963,Trần Văn Minh,Đã mua tại TGDD,Mới mua hôm qua tại thị trấn tân châu . 😜 thấy sài ok đó giờ toàn mua iphone samsung ở tgdd sài cái nào cũng ok,Đã dùng khoảng 1 ngày
iPhone 11,r-46544994,Hoàng Thông,Đã mua tại TGDD,"Vừa làm con đỏ xong, canh sale mãi mới dc mức giá vừa ý, chế độ mua online ok như khi mua ở cửa hàng, chỉ có cái ko đc các em xinh tươi phục vụ niềm nở thôi =))",Đã dùng khoảng 1 ngày
iPhone 11,r-46453392,Đào Trí Hiếu,Đã mua tại TGDD,"mình mua 2 cái IP 11 cho vc mình ở tgdd, đc hơn tháng r, sau mấy năm xài samsung, giờ quay lại IP, công nhận xài đã thiệt, nhanh, đẹp, tiện, thao tác mượt mà và hay tuyệt. Nhân viên thì tuyệt vời. mua đc 1 ngày nóng máy, ra nv đổi ngay 1 cái nguyên seal, mình mua 2 mà đc bóc seal 3. về nhà thì vẫn nóng. sếp tgdd gọi cho mình báo vui vẻ là lỗi k do máy, do sim mobi cũ của mình. mình thay ngay sim 4g và 1 esim mobi, xài chuẩn, mát máy, mượt mà. tội tgdd, do nv mới chưa biết lỗi do sim làm mình đc bóc seal 2 máy :D",Đã dùng khoảng 1 tháng
iPhone 11,r-46406448,Ro Hi Ny,Đã mua tại TGDD,"Mình xài dt được hơn 1 tháng rưỡi, ngày trước mình là Huafan nhưng bây giờ thật sự cảm thấy Ip dùng rất tốt. Sử dụng các tác vụ hằng ngày cảm thấy không hề nóng, tối mình sẽ sạc pin đến sáng, vừa sạc vừa call video nhiệt độ có nóng lên nhưng pin khoảng 70% sẽ hết nóng, giờ tình trạng pin vẫn còn 100% nha. Mình thấy nhiều bạn chê máy nóng, pin yếu bla bla nhưng với mình ip11 xứng đáng được 100 điểm",Đã dùng khoảng 1 tháng
iPhone 11,r-46207295,Trần Hạnh Duyên,Đã mua tại TGDD,"Sài được 2 tháng r chưa pt s nhưng s bao xịn sò luôn, camera rất đẹp , màn hình nhạy nói chung oke hong còn từ nào diễn tả ❤️",Đã dùng khoảng 2 tháng
iPhone 11,r-45632990,Linh,Đã mua tại TGDD,"Mua gần đc 1 tháng, mọi thứ quá ok. Chị nhân viên tư vấn quá nhiệt luôn mặc dù ghé siêu thị hơi trễ. Cảm ơn TGDĐ và C.Linh ở ngã3 bến phà Tân Châu cũ! Sẽ tiếp tục ủng hộ và giới thiệu cho người thân, bạn bè. 😉",Đã dùng khoảng 3 tuần
iPhone 11,r-45603339,Nguyễn Thị Hồng Vân,Đã mua tại TGDD,"Máy mượt dùng tốt, nhân viên tư vấn nhiệt tình, hỗ trợ thắc mắc cũng nhiệt tình cẩn thận",Đã dùng khoảng 2 tuần
iPhone 11,r-45560828,Nguyễn Thành,Đã mua tại TGDD,Đã mua đc mấy tháng giờ mới đăng. Máy dùng thật sự ổn. Trâu bò mà vừa tay. Tuyệt vời luônnnnnnnn,Đã dùng khoảng 3 tháng
iPhone 11,r-45541568,Superlazy,Đã mua tại TGDD,"Mua bản màu xanh rất đẹp, mua màu khác hẳn các máy khác, mua trc Tết bây giờ mới vào comment Pin khoẻ, máy đẹp, phù hợp giá tiền, mua đúng đợt giảm 16,4tr. Vânz thích mua TGDD hơn vì hàng đảm bảo",Đã dùng khoảng 1 tháng
iPhone 11,r-45499528,Nguyễn Thị Huyền Trang,Đã mua tại TGDD,Mình mua hôm 2/3. Dùng tg qa thấy ổn. Chụp hình đẹp. Mua lúc giảm 14% ưu đãi nhiều. K hối hận,Đã dùng khoảng 1 tuần
iPhone 11,r-45430558,PHẠM THANH PHONG,Đã mua tại TGDD,Khi mình chụp 1 bức ảnh rồi. mình bấm mở ảnh lên. thì mình thấy ảnh bị mờ... sau khoảng 1 giây - 2 giây thì ảnh nó hiện rõ nét lại.... cái đó bi lỗi gì vậy anh? hay là iphone 11 nó là vậy..... tks anh,Đã dùng khoảng 1 tuần
iPhone 11,r-45408286,Duy Linh,Đã mua tại TGDD,"Máy rất ổn, nhân viên tư vấn rất nhiệt tình và hướng dẫn cụ thể. Mua hàng ở dmx và tgdd rất an tâm",Đã dùng khoảng 1 ngày
iPhone 11,r-45394426,Nguyễn Thị Ngọc Huyền,Đã mua tại DMX,Xài gần đc 1 tháng nói chung máy đẹp xài rất ok . Ai có ý định hốt e này zia thì triển liền đi ạ😘😘😘😘😘,Đã dùng khoảng 3 tuần
iPhone 11,r-45380681,Trong,Đã mua tại TGDD,"Mua được 1 tháng tại Hòn Chồng Nha Trang ,xài rất Ok pin ổn nhân viên nhiệt tình ,nhưng sao loa xài được có bên phải vậy do loa hư hay máy vậy",Đã dùng khoảng 4 tuần
iPhone 11,r-44984513,Nguyễn Hoàng Duy Khang,Đã mua tại TGDD,"Điện thoại nhỏ gọn, sủ dụng mượt. Mặc dù màn hình không phải là OLED nhưng cũng rất đẹp không rỗ như mọi người đâu. nói chung mọi thức điều OK",Đã dùng khoảng 1 ngày
iPhone 11,r-44917406,Trần Ngoi,Đã mua tại TGDD,Mua iphone11 ngày 29/12/2020 về sài hiệu năng mạnh pin dung dc 6”30 vs nhân viên phục vụ nhiệt tình,Đã dùng khoảng 3 tuần
iPhone 11,r-44715242,Nhựt Linh,Đã mua tại TGDD,Mình vừa mua iphone 11 màu trắng 64gb ở TGDĐ . Nhân viên phục vụ rất là tận tình và chu đáo . Dễ thương và hòa đồng với khách hàng. Nói chung là rất hài lòng và Ok 🥰,Đã dùng khoảng 1 ngày
iPhone 11,r-44672778,Nguyễn Quang Minh,Đã mua tại TGDD,Mới mua hôm 27/12 nch hài lòng về sản phẩm . Pin như này thì đủ dùng mọi tác vụ cơ bản cho 1 ngày . Máy rất đẹp nv tư vấn nhiệt tình . Thanks.....,Đã dùng khoảng 2 ngày
iPhone 11,r-44589127,Nguyễn Thị Thùy Linh,Đã mua tại TGDD,Mới mua đc 1 tuần Sản phẩm rất tốt nhân viên siêu nhiệt tình ạ sẽ giới thiệu người thân và gia đình chụp hình,Đã dùng khoảng 1 tuần
iPhone 11,r-44574752,Van Nguyen,Đã mua tại TGDD,"TGDĐ phục vụ tốt, bạn nhân viên nhiệt tình, dễ thương, không kiểu tươi cười giả tạo như những chỗ khác. Sản phẩm của Apple thì tốt, mượt, khỏi chê, đã dùng Apple ko muốn đổi sang hãng khác, vấn đề pin thì có hơi hạ nhanh 1 chút nhưng ko quá nhiều :)",Đã dùng khoảng 1 ngày
iPhone 11,r-44076947,Trương Văn Lộc,Đã mua tại TGDD,Máy thì OK rồi.nhưng sao mình tạo App Store không được vậy.nó đã gởi mã xác minh cho mình rồi mình nhập vào thì nó bảo mã không đúng . Mông Anh chị giúp em với ạ,Đã dùng khoảng 2 tuần
iPhone 11,r-43928253,Luu Việt Hoàng,Đã mua tại TGDD,Mới mua được 3 ngày ngoài Sài ngon đúng mình mua mình dùng mới biết được như nào nhưng nếo không bat tiết kiệm pin thì để không Sài gì mất 5% bật tiết kiệm không bị - pin máy tốt,Đã dùng khoảng 2 ngày
iPhone 11,r-43913862,Nguyễn Chí Tài,Đã mua tại TGDD,"Sau 2 tuần sử dụng thì quá vừa lòng xứng đáng với số tiền bỏ ra..k có gì để chê.. chứ k phải như nhiều người chê màn hình hd gỗ.. vì nếu ai như mình từ 7,8 plus qua 11 thì quá phê.. pin thì khỏi bàn trâu hơn con sam sung pin 4500mah tóm lại là ngon lành cành đào 😘",Đã dùng khoảng 2 tuần
iPhone 11,r-43892828,Trần Thanh Toàn,Đã mua tại TGDD,Sau hơn 8 tháng mọi thứ đều tốt. Dùng thêm bộ sạc nhanh nửa thì không lo về pin.,Đã dùng khoảng 8 tháng
iPhone 11,r-43860696,Kiệt,Đã mua tại TGDD,Mua tại TGDĐ QL50 tt.Cần Đước ổn áp thực sự sau 1 tháng sử dụng. APPLE nên lắng nghe người dùng về pin vì hay nóng và mau hết. TGDĐ 5sao,Đã dùng khoảng 2 tháng
iPhone 11,r-43569790,Lê Văn ThắNg,Đã mua tại TGDD,"Mình trải nghiệm được 11 được 1 tuần, mình đã dùng qua samsung garaxy s8+ vs iphone 7+, chuyển qua sử dụng 11 thấy màn hình ok không sao hết bthường đẹp, không có xấu như mọi người phàn nàn là hd là tệ, cầm máy bấm hoài cũng quen, máy chạy siêu mượt, điện thoại màu sắc đẹp, sang trọng, pin cực tốt, ....ai có tiền cứ mua về là biết ngây sản phẩm khá ok",Đã dùng khoảng 3 ngày
iPhone 11,r-43477797,Trần Văn Quân,Đã mua tại DMX,Tuyệt Vời pin bền hiệu năng cao nói chung la tốt có tiền làm con promax thì tuyệt vời hơn,Đã dùng khoảng 3 tuần
iPhone 11,r-43264787,N Tuấn,Đã mua tại TGDD,"Mua máy ngày 8/9/20 giao tận nhà với giá tiền 17,990k nói chung chơi game liên tục 4-5h, cpu khá nóng chắc do điểm chung của chip nó thế, máy bao mượt và chụp đêm hay thiếu sáng đẹp như pixel",Đã dùng khoảng 2 ngày
iPhone 11,r-42939613,Hoàng Nguyễn,Đã mua tại TGDD,Em đánh giá khá tốt về sản phẩm này nhưng cho em hỏi sao sau 1 đêm sp bị hao pin nhiều thế ạ. Trung bình sau 1 đêm mất 10% pin,Đã dùng khoảng 3 ngày
iPhone 11,r-42772062,Cao Tuyền,Đã mua tại TGDD,"Đã mua và sử dụng,máy mượt,pin trâu,camera ổn,nhân viên tgdd 340-342 Võ Văn Ngân, Thủ Đức tuyệt vời nhất là bạn quản lý nữ tên Linh đã trực tiếp hỗ trợ mình làm mình cảm thấy cực kỳ hài lòng,cảm ơn bạn rất nhiều,sẽ tiếp tục ủng hộ tgdd trong thời gian tới",Đã dùng khoảng 1 ngày
iPhone 11,r-42741190,Nguyễn Minh Tiến,Đã mua tại TGDD,Mới mua cách đây gần một tháng. Mọi thứ đều rất tốt nhưng pin em xài mới đây đã bị chai 1 phần trăm rồi :(((,Đã dùng khoảng 3 tuần
iPhone 11,r-42054225,Ma Tùng Nam,Đã mua tại TGDD,"Phục vụ tận tình, chu đáo, máy dùng tốt, thêm chương trình giảm giá nữa quá tuyệt vời. Phải vào đánh giá ngay",Đã dùng khoảng 6 ngày
iPhone 11,r-41391925,Lê Vy,Đã mua tại TGDD,"Máy đẹp, mọi thứ điều ok mua ở TGDĐ là yên tâm nhất, mua máy thứ 2 tại đây rồi .",Đã dùng khoảng 2 tháng
iPhone 11,r-40127102,Nam,Đã mua tại TGDD,Mới mua được hơn 1 tuần ... Mọi thứ đều ok ... Nhân viên phục vụ tận tình ... Trò truyện vui vẻ ... Dt thì quá ngon ... Để qua đêm có khi tụt 1% có khi k tụt ... Pin xài đc hơn 1 ngày (chỉ lướt face + youtube) mình xài khá nhìu ...,Đã dùng khoảng 7 ngày
iPhone 11,r-39980195,Van Toan,Đã mua tại DMX,Điện thoại sài ổn nhưng không hiểu sao cứ để không qua đêm là bị sụt mất 10-12% mặc dù đã tắt hết đa nhiệm,Đã dùng khoảng 2 tuần
iPhone 11,r-39782104,Nguyễn Thị Bê Đê Nghĩa,Đã mua tại DMX,"Đã mua được mấy ngày , cảm thấy mọi thứ đều rất tốt ngoại trừ cái màn hình nói thật mà hơi tệ thôi. Nói chung là hài lòng",Đã dùng khoảng 4 ngày
iPhone 11,r-39570995,Tường Ngọc Linh,Đã mua tại TGDD,Đã múc em nó mua trả góp cho cu bạn! Xài ô tô kê. so với trong tầm giá vẫn vượt trội hơn mọi con khác :D,Đã dùng khoảng 3 tuần
iPhone 11,r-39312631,Huy Nguyễn,Đã mua tại DMX,"Iphone 1.mới đón e nó về hôm mùng 6 tết dung duoc 03 ngay cam nhan:máy đẹp pin rất ok trải nghiệm nhanh,Mượt màn hình với tôi thì quá ok rồi Camera rất tốt Nhân viên chu đáo nhiệt tình vui vẻ tôi đã mua nhiều sản phẩm từ TGDĐ và ĐMX NÓI chung ok",Đã dùng khoảng 2 ngày
iPhone 11,r-39262405,Nguyễn Hải Long,Đã mua tại DMX,"Sản phẩm rất tuyệt vời, nhân viên vui vẻ nhiệt tình, pin trâu, chơi game rất mượt.",Đã dùng khoảng 1 ngày
iPhone 11,r-39127974,NGUYỄN LÂM THẾ BẢO,Đã mua tại DMX,"Sản phẩm quá tuyệt vời, mọi thử diễn ra nhanh ngoài mong đợi, nhân viên vui vẻ. Mong TGDĐ sớm có dịch vụ dán máy PPF.",Đã dùng khoảng 1 ngày
iPhone 11,r-38877643,Trung,Đã mua tại TGDD,"Sp tuyệt vời xài rất ngon, màn hình đẹp k có rỗ như mọi người nói, pin trâu bò, lướt face, zalo, chơi game mà dc gần 1,5 ngày.",Đã dùng khoảng 2 ngày
iPhone 11,r-38765888,Minh Phong,Đã mua tại DMX,Đã mua hơn một tháng rồi vẫn vẫn xài rất êm . Thiết kế sang trọng - nhiều màu sắc để lựa chọn. Đặc biệt trãi nghiệm ứng dụng chơi game rất mượt.,Đã dùng khoảng 2 tuần
iPhone 11,r-38750687,Q.H.Trí,Đã mua tại TGDD,"Đáng tiền hơn 2 con pro với pro max Màn hình ko bị rỗ như con XR, trãi nghiệm tốt",Đã dùng khoảng 2 tuần
iPhone 11,r-38514279,Nguyên,Đã mua tại DMX,Mới bán iPhone xr mua iPhone 11 xr pin đã trâu gặp 11 con trâu hơn ....đáng nâng cấp vừa túi tiền,Đã dùng khoảng 4 ngày
iPhone 11,r-38476015,Vu Văn Nghiep,Đã mua tại DMX,Mới xúc 11 64gb tôi qua Phải nói đẹp tuyệt vời nhân viên ở dông anh phai nói phúc vu rất OK OK,Đã dùng khoảng 1 ngày
iPhone 11,r-38405551,Nguyễn Hoàng Hải Sơn,Đã mua tại DMX,"Sản phẩm rất tốt, xài mượt, pin rất trâu. Nhân viên rất nhiệt tình và vui vẻ ko thể chê được @@",Đã dùng khoảng 4 ngày
iPhone 11,r-38179159,Duy,Đã mua tại TGDD,"Ko có gì phải bàn cãi về chất lượng, sử dụng quá OK. Nhân viên nhiệt tình chu đáo 🤩",Đã dùng khoảng 2 tuần
iPhone 11,r-38096560,Tấn Hữu,Đã mua tại DMX,"Mình đặt mua iPhone 11 và lấy 1/11 tại tgdđ dùng đến nay hơn tuần sài quá tuyệt vời quá mượt màn hình ip11 năm nay quá đẹp các tác vụ đều mượt mà ko chê vào đâu được, pin thì khỏi phải nói rồi trâu bò luôn....sản phẩm đáng mua! iPhone mà...",Đã dùng khoảng 1 tuần
iPhone 11,r-38033124,Toản,Đã mua tại DMX,Mượt ngon đẹp Mỗi tội trả góp trả được khuyến mại cái gì. APple bớt ki bo đi nhé. Heyy 😩,Đã dùng khoảng 1 ngày
iPhone 11,r-38018724,Kun,Đã mua tại TGDD,Máy đẹp.dùng mượt khỏi chê.pin ổn dùng hỗn hợp đk tầm 6->7 tiếng.camera chụp đẹp.chơi game nhiêu hơi ấm thôi.nhân viên DMX cẩm sơn-cẩm thuỷ hỗ trợ nhiệt tình chu đáo.cảm ơn e NHÀN - mua có cái đt bé xíu mà xách za tận xe cho khách.đã và sẽ ủng hộ dài dài,Đã dùng khoảng 6 ngày
iPhone 11,r-37981828,Việt,Đã mua tại TGDD,"Rất tuyệt vời. Máy đẹp,chạy mượt hơn cả mong đợi. Camera đẹp, cấu hình cực mạnh, màu sắc đẹp. Nhân viên nhiệt tình,vui vẻ.",Đã dùng khoảng 1 ngày
iPhone 11,r-37930665,Thiệp,Đã mua tại TGDD,"Đã khiêng 1 em về dùng. Rất tuyệt luôn. Màn hình sắc nét, chụp ảnh miễn chê, pin qua ổn. Nhân viên phục vụ rất nhiệt tình❤️❤️❤️",Đã dùng khoảng 1 ngày
iPhone 11,r-37924392,Khufra,Đã mua tại TGDD,"Màu sắc đẹp, hoàn thiện tốt, cấu hình cực mạnh, pin trâu, màn hình không rực rỡ như mong đợi, nhưng dùng tầm 1 ngày là quen, dùng lâu không mỏi mắt, màn hình ổn, không tệ như lời đồn, rất hài lòng.",Đã dùng khoảng 1 ngày
iPhone 11,r-37915086,Ngọc Tuyết,Đã mua tại TGDD,"Máy mỏng đẹp, chụp hình ngon lành. Mạnh mẽ, nhanh chóng, làm gì cũng nhanh, không bị trễ như android. Có điều tiếc chút vì không có vân tay màn hình. Pin thì đã ổn hơn trước nhiều. TGDD hỗ trợ nhiệt tình. Xài em iphone này chắc sẽ lâu lắm.",Đã dùng khoảng 1 ngày
iPhone 11,r-37905737,Minh Khôi,Đã mua tại TGDD,"Vừa khui lúc sáng ! Mọi thứ thật tuyệt vời ! Máy pin trâu , mượt , nhanh , màn hình rất nét ...! Cầm nặng tay xíu vì từ i6 lên mà ! 😂😂😂",Đã dùng khoảng 1 ngày
iPhone 11,r-53586592,PHẠM THỊ OANH,Đã mua tại TGDD,,Đã dùng khoảng 2 tháng
iPhone 11,r-53513950,LAN,Đã mua tại TGDD,,Đã dùng khoảng 1 tháng
iPhone 11,r-53470523,Nguyễn Thành Công,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-53395633,KHU%CA,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-53268789,NAM,Đã mua tại DMX,,Đã dùng khoảng 3 tháng
iPhone 11,r-53235947,Huỳnh Phương,Đã mua tại DMX,,Đã dùng khoảng 7 ngày
iPhone 11,r-53224303,PHONG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-53218917,Nguyễn Thanh Huy,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-53201480,Lê Lợi,Đã mua tại DMX,,Đã dùng khoảng 1 ngày
iPhone 11,r-53074373,NGUYỄN HOÀNG PHÚC,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-52984105,HUY,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-52749561,DUYÊN,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 11,r-52603908,162940 - Hoả Văn Hoàn,Đã mua tại DMX,,Đã dùng khoảng 7 ngày
iPhone 11,r-52575962,VINH,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-52261982,THẢO,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-52260725,TRỌNG,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 11,r-52152864,QUÝ,Đã mua tại TGDD,Sản phẩm dùng rất tốt,Đã dùng khoảng 1 tuần
iPhone 11,r-52141523,Huỳnh Dạ Lý,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-51988335,NGUYÊN,Đã mua tại TGDD,,Đã dùng khoảng 3 tuần
iPhone 11,r-51972042,Nguyên,Đã mua tại DMX,,Đã dùng khoảng 5 tháng
iPhone 11,r-51860221,Đỗ Thanh Tùng,Đã mua tại DMX,,Đã dùng khoảng 5 tháng
iPhone 11,r-51802137,Chị Tạ Nhật,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 11,r-51776064,Nguyễn Thanh Hải,Đã mua tại DMX,,Đã dùng khoảng 6 tháng
iPhone 11,r-51697028,HOÀNG,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
iPhone 11,r-51685365,DUNG,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 11,r-51677032,TRÂN,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 11,r-51542966,Chị Bích,Đã mua tại DMX,,Đã dùng khoảng 3 tháng
iPhone 11,r-51378339,Sang,Đã mua tại DMX,,Đã dùng khoảng 3 tháng
iPhone 11,r-51050329,Anh Hoàng,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 11,r-51010108,Chị Hồng,Đã mua tại TGDD,,Đã dùng khoảng 7 ngày
iPhone 11,r-50902487,Đỗ Thanh Hiếu,Đã mua tại DMX,,Đã dùng khoảng 1 năm
iPhone 11,r-50897524,Trang,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50888006,Nguyễn Thị Tuyết Trinh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50872883,Ngô Văn Huỳnh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50862880,Chị Ly,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50854155,Le Quoc Binh,Đã mua tại DMX,Rất đẹp,Đã dùng khoảng 1 tháng
iPhone 11,r-50782612,Chung,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50762628,Anh Th%E1i,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50753041,Thuận,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50745475,Phạm Thế Trung,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50738583,Võ Thị Hồng Phụng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50736606,Thạch Sa Ruônl,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50736271,Vũ,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50735222,Trần Mạnh Cường,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50734827,Hồng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50734631,Thạch Thị Linh Thảo,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50734474,Anh Út,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50734406,Chị Cảnh,Đã mua tại DMX,,Đã dùng khoảng 8 tháng
iPhone 11,r-50734330,Vũ Hồng Sơn,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50734130,Anh Phi,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733977,Diệu Khánh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733587,Chị Hương,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733581,Anh Nghĩa,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733513,Quyên,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733511,Cô Hằng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733490,Nguy N Vinh To%E0n,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733472,Lê Bá Tuấn,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733432,Vy,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733346,Anh Quảng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733321,Th%E0nh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733217,Anh Bi U,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50733148,Chú Hải,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732981,Chú Vũ,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732693,Lê Ngọc Quốc,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732583,Cô Chiên,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732552,Võ Hoàng Tú,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732346,Anh Cảnh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732331,Toàn,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732312,Tống Ngọc Lộc,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732306,Mai Văn Dương,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732147,Ngọc,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732116,Nguyễn Thị Hồng Dân,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732094,Chị Duyên,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 11,r-50732057,Chú Kiên,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
