Id_comment,Name_phone,Name_comment,Buy_place_comment,Content_comment,Used_comment,label
r-49127228,iPhone 11,Ngọc Ánh,Đã mua tại TGDD,"Ip 11 có hỗ trợ tính năng sạc nhanh, vậy nếu k dùng củ sạc nhanh để sạc máy thì có ảnh hưởng gì tới pin không?",Đã dùng khoảng 3 tuần,2
r-48836698,iPhone 11,Trần Mỹ Thó,Đã mua tại DMX,Điện thoại iPhone 11 e mới mua có 5 tháng sau pin tuột nhanh quá dậy con co 95 pin e có thể đem ra cửa hàng kiểm tra lại được không,Đã dùng khoảng 5 tháng,0
r-48693602,iPhone 11,Trần Văn Lợi,Đã mua tại TGDD,Máy dễ tróc lớp keo trên camera. Sài cũng ok pin đc sài khoảng 7 tiếng nhân ………,Đã dùng khoảng 4 tuần,0
r-48646007,iPhone 11,Nguyễn Anh Tình,Đã mua tại TGDD,.dạ em vừa mua máy ở thế giới di động về em Sài thì âm thanh bình thường nhưng em tải game về thì vô game không có âm thanh trò chơi trong khi đó âm thanh trò chơi thì bật hết ai vậy là bị sao vậy ăn mong được giải đáp sớm nhất ạ . Xin cảm ơn,Đã dùng khoảng 2 ngày,0
r-48611954,iPhone 11,Trần Văn Bảo,Đã mua tại TGDD,"Mình đang sử dụng app tiktok thì màn hình tắt rồi tự bật lại là bị sao ạ, add giúp e.!",Đã dùng khoảng 1 ngày,0
r-48554375,iPhone 11,Trang,Đã mua tại DMX,"Em vừa mua con 11 ở tgdd, dùng đc 1 tuần thì thấy mọi thứ cũng khá ổn, có mỗi độ cảm ứng đôi lúc ko nhạy lắm, soạn tin nhắn hay bị nhảy chữ mặc dù bấm e mà lại hiện u, chơi game có khi bấm ko nhạy. Cho em hỏi như vậy là bị lỗi hay do bản chất con 11 ko nhạy cảm ứng vậy ạ?",Đã dùng khoảng 7 ngày,0
r-48519791,iPhone 11,Phạm Thị Hồng Hạnh,Đã mua tại TGDD,Cho em hỏi sao em vừa mua được 2 ngày nhưng pin nhanh tuột lắm ạ? Thì có được hỗ trợ gì không ạ?,Đã dùng khoảng 1 ngày,0
r-48518452,iPhone 11,Trần Chính,Đã mua tại DMX,"Mua đt về tầm chục ngày thì bị hỏng dây sạc, cho hỏi em có được hỗ trợ đổi trả ko ạ",Đã dùng khoảng 1 tuần,2
r-48516880,iPhone 11,Đào Minh Thông,Đã mua tại TGDD,Mình mua máy đổi trả ở tgdd mà lúc đi cầm người ta báo là máy đã bị bung và thay pin các kiểu là sao vậy nhỉ,Đã dùng khoảng 2 tháng,2
r-48487789,iPhone 11,Nguyễn Đình Tiến,Đã mua tại TGDD,Mình đang gặp vấn đề về Mic. Tu vấn giúp em với xxxx364031……………. Djdjsksosjdjdj,Đã dùng khoảng 8 tháng,2
r-48336135,iPhone 11,Quỳnh,Đã mua tại TGDD,"Mình mua máy ngày 21.10.2021, Hiện tại góc màn hình máy bị kênh lên, như hình mình đính kèm. Cho mình hỏi lỗi này thì có đổi trả máy được hay không?",Đã dùng khoảng 2 ngày,0
r-47598307,iPhone 11,Hà Thị Thuyên,Đã mua tại TGDD,"Buồn. Lúc mua k để ý cam. Chỉ chụp thử, về nhà mới thấy trong cam có hẳn 2hạt bụi. Mấy thẩm Mỹ quá. Mà k biết còn đổi đc nữa k",Đã dùng khoảng 1 ngày,0
r-47282847,iPhone 11,Sang,Đã mua tại TGDD,Ae dùng ngoài trời 1 lúc có bị nóng phía dưới màn hình gần chân sạc k. Chứ của e nó nóng phần dưới đấy,Đã dùng khoảng 1 tuần,0
r-47179752,iPhone 11,Thoa,Đã mua tại TGDD,"Cho mình hỏi máy mình ip11 IOS 14.5.1 giờ nâng cấp lên bản 14.7 có ổn ko nhỉ, máy dùng thấy khá nóng",Đã dùng khoảng 1 tuần,2
r-47142599,iPhone 11,Dương Hiểu Yến,Đã mua tại DMX,Mua máy được 4 tháng. Tự nhiên thì bị tắt nguồn. Cho e hỏi có vấn đề gì không ạ?,Đã dùng khoảng 3 tháng,0
r-46916410,iPhone 11,Thu Hiền,Đã mua tại TGDD,Sao mới mua chưa được 1 tháng mà bắt wifi kém lắm ạ chán quá 😭 mn nên cẩn thận khi chọn e này,Đã dùng khoảng 2 tuần,0
r-46912805,iPhone 11,Dung,Đã mua tại TGDD,Mình mua iphone 11 chưa được 1 tháng nhưng có lúc bị đơ máy là bị sao vậy? Bên tgdd tư vấn cho mình về hiện tượng này với,Đã dùng khoảng 2 tuần,0
r-46907632,iPhone 11,Trần Phương Trúc Quyên,Đã mua tại TGDD,"Mình mua máy ở TGGD tháng 12/2020, sử dụng được khoảng 2 tháng thì pin còn 98%. Gần đây điện thoại liên tục tự chụp màn hình. Mình đang chơi game cũng tự động chụp màn hình. Xem tiktok, youtube cũng tự chụp màn hình. Mỗi ngày điện thoại tự chụp hơn 10 ảnh màn hình trong khi mình không sử dụng double tap vẫn tự động chụp. Mà hiện tại đang giãn cách không thể mang ra shop được.",Đã dùng khoảng 6 tháng,0
r-46843321,iPhone 11,Trần Thanh Phong,Đã mua tại TGDD,Iphone 11 mới mua dc 2 ngày về chưa làm rơi hay va chạm vào đâu tại sao lại bị hở 1 đường như vậy ạ,Đã dùng khoảng 3 ngày,0
r-46831923,iPhone 11,Le Thanh Nam,Đã mua tại TGDD,Mua ip 11 ngày 5/7/2011 mà về sạc chỉ lên đc 80% tắt tính năng tối ưu hoá vân k thấy lên % pin,Đã dùng khoảng 1 ngày,0
r-46745861,iPhone 11,Phan Lệ,Đã mua tại TGDD,"Mới mua máy đc 2 tháng máy tụt 99%, dù dùng rất cẩn thận, theo kiểu này k dùng đc lâu bền. Tháng đầu sạc pin chỉ mất hơn 1 tiếng, nay sạc mất 2 tiếng rưỡi mới đầy, pin con 11 này nói trâu mà k hề trâu, chán thực sự. Có cách nào khắc phục k nhỉ ?",Đã dùng khoảng 2 tháng,0
r-46636869,iPhone 11,Thảo Ngọc,Đã mua tại TGDD,mình dùng được 1 tháng rưỡi thì pin còn 99% dù xạc rất cẩn thận . Với tình trạng này chắc còn giảm theo thời gian!!!!!,Đã dùng khoảng 1 tháng,0
r-46534064,iPhone 11,Ny,Đã mua tại TGDD,"Iphone 11 e mua dc 6 tháng rồi, pin mới sài sau 2 tháng giảm còn 99%, 5 tháng còn 98%, sau đó 1 tuần trở lại đây có tình trạng bị nóng máy(cực kì nóng) kể cả khi e k dùng (chỉ bỏ trong túi xách), nóng từ phần dưới camera trở xuống, cực kì nóng luôn ạ, vừa bật camera lên chụp dc 2 tấm hình máy lại nóng rang, đến nỗi nóng quá e phải Tắt Nguồn điện thoại bật lại, sau cú tắt nguồn đó thì pin giảm xuống 97% ngay. Nhờ ad hỗ trợ giúp e trường hợp trên vs ạ, máy mua sài chưa dc 1 năm mà pin bắt đầu xuống cấp quá ạ",Đã dùng khoảng 6 tháng,0
r-46483795,iPhone 11,Trịnh Văn Lanh,Đã mua tại TGDD,"Sao mình mới mua ip11 64g ở tgdd mới. Mà về xạc sờ mặt sau màn hình tê tê, liệu có gai do cục xạc??? Củ xạc mua thêm hơn 600k zin, cáp theo máy? Mong dc phản hồi",Đã dùng khoảng 7 ngày,0
r-46402140,iPhone 11,Pham Tran,Đã mua tại TGDD,"Cho mình hỏi, mình mua ip 11 được 6 ngày, máy mình mỗi lần sử dụng camera tầm 1p là bắt đầu nóng dần lên. Đây là do máy như vậy hay bị lỗi? Mong được hỗ trợ",Đã dùng khoảng 5 ngày,0
r-46292320,iPhone 11,Nguyễn Văn Dậu,Đã mua tại TGDD,"Mình mới mua điện thoại từ ngày 4/5 . Mấy ngày đầu mình chưa mua sim nên dùng rất ít . Nhưng sau khi sài đc 10 ngày tiếp theo mỗi ngày sạc 1 đến 2 lần , khi sạc không dùng cũng không sạc qua đêm mà giờ pin còn 99% . Bây giờ cứ cắm sạc là máy nóng . Không biết là do lỗi gì",Đã dùng khoảng 3 tuần,0
r-46046231,iPhone 11,Nghĩa,Đã mua tại TGDD,Sao ip 11 mình mới mua 3 tháng giờ nó bị gì mà tự khởi động lại qài lun bấm chừng 5 10p là nó lại bị k pk có vấn đề gì về bin k,Đã dùng khoảng 2 tháng,0
r-45968332,iPhone 11,Hue,Đã mua tại TGDD,Mình mới mua iphone 11 64g. Về sử dụng mục đích bán onl mà không lưu được hình ảnh trên Zalo và message làm cách nào để khắc phục vây ạ.dù bô nhớ iPhone còn tận 50g,Đã dùng khoảng 1 ngày,0
r-45953635,iPhone 11,Hồ Viết Hiền,Đã mua tại DMX,"Mới mua máy hôm 25/4 máy tụt pin quá nhanh, từ 100% xài được khoảng 2 -3 tiếng là đã xuống dưới 20%, xài rất ít nhưng tới 15h chiều là đã hết pin, nhờ TGDD hỗ trợ ktra hoặc đổi máy khác ạ?",Đã dùng khoảng 2 ngày,0
r-45851069,iPhone 11,Vo Thuy,Đã mua tại TGDD,"Mình mua máy này ngày 5/4/2021 có mua kèm sạc dự phòng không dây, mình sạc điện thoại qua sạc dự phòng, pin cứ đến 80% là ngưng mặc dù mình đã tắt chế độ sạc tối ưu trên máy, phải rút ra cắm sạc lại lần nữa máy mới lên 100%, vậy lỗi này là do máy hay do sạc dự phòng ạ? Mình đã đổi sạc dự phòng tại tgdd 1 lần rồi, mong kỹ thuật hỗ trợ giúp mình",Đã dùng khoảng 1 tuần,0
r-45761381,iPhone 11,Gia Trinh,Đã mua tại TGDD,"Mình mua iphone này ngày 21- 3 , về dùng những ngày đầu ổn, nhưng thời gian sau bị nóng máy tgdd hỗ trợ mình lỗi này nha",Đã dùng khoảng 2 tuần,0
r-45657915,iPhone 11,Hoàng Minh Tri,Đã mua tại TGDD,Mới mua mấy ngày.tất cả đều ổn chỉ có pin là quá kém tụt nhanh .không biết làm sao?,Đã dùng khoảng 5 ngày,0
r-45584343,iPhone 11,Sieng,Đã mua tại TGDD,"Mới mua ngày 03/02/2021, hôm nay vô kiểm tra đã mất 2%, pin gì kém chất lượng vậy",Đã dùng khoảng 1 tháng,0
r-45527674,iPhone 11,Mai,Đã mua tại TGDD,"Đã mua và dùng được 3 ngày. Cảm nhận mượt. Nhưng máy quá nóng, nhất là ở khu vực gần camera nóng lan xuống phần dưới máy. Nhờ TGDD tư vấn giúp hay đổi máy khác ạ?",Đã dùng khoảng 3 ngày,0
r-45527652,iPhone 11,Anh Đức,Đã mua tại TGDD,"mới mua máy đc 2 tháng, từ 20/1- 17/3 đã bị sụt 3 % pin. cảm thấy ko đc hài lòng về chất lượng?",Đã dùng khoảng 1 tháng,0
r-45461745,iPhone 11,An,Đã mua tại TGDD,"Sau 1 đêm không sd, tắt hết 4g và các ứng dụng khác thì pin vẫn tụt 5%, đt bắt sóng wifi rất yếu. Wifi công ty mạnh ai cũng sử dụng được mà khi tôi dùng đt mới này không goi được cả zalo",Đã dùng khoảng 1 ngày,0
r-45435042,iPhone 11,Lý Diễm Quỳnh,Đã mua tại TGDD,"sao mới mua về điện thoại sài cở 15p là nóng hổi luôn ạ , mua được 3 ngày rồi ạ , mong rep em ạ",Đã dùng khoảng 3 ngày,0
r-45233923,iPhone 11,Ngân,Đã mua tại TGDD,"Mới mua máy cách đây vài ngày, cho hỏi tại sao khi sử dụng máy lại bị nóng một bên ngay bên có nút nguồn, với pin tuột nhanh quá",Đã dùng khoảng 4 ngày,0
r-45159720,iPhone 11,Phạm Ngọc Tỉnh,Đã mua tại TGDD,Mới mua iphone 11 ngày 02/02/21 mà Camera bị flare nặng quá có được đổi máy ko ạ? Thegioididong tết có làm việc ko ạ?,Đã dùng khoảng 1 tuần,0
r-45158483,iPhone 11,Trần Ngọc,Đã mua tại DMX,Máy mua ngày 10/02/2021 về gọi zalo nói chuyện chưa được 5phút mà máy nóng muốn phỏng tay luôn ... giờ làm cách nào máy cũng nóng ... kiểu này sao xài được TGDĐ ơi,Đã dùng khoảng 1 ngày,0
r-45081912,iPhone 11,Nguyễn Thị Cẩm Tú,Đã mua tại TGDD,"Mới mua về mà lỗ sim chọt quài kh vô. Nó cứng quá , không biết bị lỗi ha do đt vậy nữa:(((",Đã dùng khoảng 1 ngày,0
r-45031083,iPhone 11,Trần Thu,Đã mua tại DMX,"Ip của mình luôn tự giảm âm lượng chuông là sao ạ, đã tắt tính năng nhận biết sự chú ý rồi mà vẫn k được",Đã dùng khoảng 3 tuần,0
r-44771620,iPhone 11,Ha,Đã mua tại TGDD,iphone 11 64gb hàng kém chất lượng k nên mua tránh lừa đảo mn cẩn thận,Đã dùng khoảng 3 tuần,0
r-44723789,iPhone 11,Đặng Trần Hoàng Anh,Đã mua tại TGDD,Mình mới mua ip 11 bản thường dùng được tuần chưa hề rơi nhưng màn hình thỉng thoảng bị chớp sọc ngang màu. Cho hỏi lỗi phần mềm hay phần cứng của nhà sản xuất có hỗ trợ đổi máy không?,Đã dùng khoảng 1 tuần,0
r-44567745,iPhone 11,Lại Thị Hằng,Đã mua tại TGDD,"Máy khi sử dụng r nóng, pin hao rất nhanh, đi làm từ sáng tới chiều, chỉ dùng khi có tin nhắn hoặc gọi điện , buổi trưa lướt mạng khoảng 1 tiếng mà cuối ngày ko còn pin",Đã dùng khoảng 4 ngày,0
r-43537171,iPhone 11,Quách Nghị,Đã mua tại TGDD,Vừa dùng đc 1 tháng hao mất 1% pin rồi dùng tác vụ bình thường thôi mà.liệu có sao k,Đã dùng khoảng 1 tháng,0
r-43008921,iPhone 11,Hai,Đã mua tại TGDD,"Mới mua 1 ngày vê cảm nhận là hơi nặng so và dày, thiết kế đẹp nhưng mà mình là người ưa nhỏ gọn nên lỡ mua cái này cảm thấy ko thoãi mái.",Đã dùng khoảng 1 ngày,0
r-40479650,iPhone 11,Nguyen,Đã mua tại DMX,Máy rung khá êm nên nhiều lúc có cuộc gọi không biết! Vì lí đo công việc nên máy chỉ để rung k để chuông nhiều khi lỡ cuộc gọi,Đã dùng khoảng 1 tuần,0
r-40360684,iPhone 11,Bùi Viết Tiến,Đã mua tại DMX,Mua dc 3 ngày rồi Màu vàng Mới xài bữa đầu ok Bữa thứ 3 là hơi hao pin rồi Để theo dõi tiếp xem sao,Đã dùng khoảng 2 ngày,0
r-40083557,iPhone 11,Khánh,Đã mua tại TGDD,21tr chụp bình thường thì đẹp mà zoom lên bị noise xấu qá :(( không biết có phải do phần mềm hay gì nữa ...,Đã dùng khoảng 1 ngày,0
r-39421354,iPhone 11,Toàn,Đã mua tại TGDD,Mới dùng 2 tháng nhưng nay thỉnh thoảng mất kết nối sim phải chọc sim ra r lắp lại mới bình thường @@,Đã dùng khoảng 1 tháng,0
r-39381021,iPhone 11,Tường,Đã mua tại DMX,Mạnh. Làm sao tắt đc thanh báo vậy tđv. Đang chơi game mà lỡ chạm nhầm kéo xuống rất bất tiện ạ,Đã dùng khoảng 1 tuần,0
r-53140238,iPhone 11,Hồng,Đã mua tại TGDD,"Mới mua góp 1 máy ở ĐMX, NV báo trả góp trả trước 4.223.000, Nhưng về kiểm tra trên bill vs app trả góp lại thì thấy tiền trả trước có 4 triệu, còn 223k kia nv báo là tiền bảo hiểm gì gì đó mà trong khi đó mình không mua bảo hiểm mà nhiên viên tự cộng vào, ĐMX bây giờ không những ép khách mua hàng mà còn ép khách mua bảo hiểm trong khi mình đâu đồng ý. Quá thất vọng về ĐMX sẽ không bao giờ ghé mua hàng nửa",Đã dùng khoảng 5 ngày,0
r-52675317,iPhone 11,HỒNG,Đã mua tại TGDD,tệ,Đã dùng khoảng 2 tuần,0
r-51249191,iPhone 11,Trần Ngọc Tuấn Vũ,Đã mua tại TGDD,Gọi Mesenger qua dữ liệu đi động cứ bị lỗi không thể gọi được. Đã thử mọi cách vẫn không được. Cần nhân viên hỗ trợ,Đã dùng khoảng 1 tuần,0
r-50191716,iPhone 11,Khoe,Đã mua tại TGDD,"Mới mua hôm nay luôn, về kiểm tra là bị vậy, ko biết có sao ko luôn. Cây iphone mua trước đâu gặp vấn đề này",Đã dùng khoảng 1 ngày,0
r-50179756,iPhone 11,Trâm,Đã mua tại DMX,"Ban đầu có vẻ hài lòng, nhưng sau 1 tuần trải nghiệm máy mình hơi thất vọng. 24h sạc pin 1 lần, vì mình không sử dụng nhiều. Nhưng đúng 1 tuần thì đang sạc máy bắt đầu bị nóng. Trog khi mua đúng 1 tuần. Giờ nói thì chắc lại bảo mình k biết cách sử dụng đt chưa đúng cách nên dẫn đến máy nóng. (Vì mình đã thấy nhiều cmt của các bạn ctv khi khách hàng phản ánh về pin) nhưng mà mình nói lại là mình sd đúng 1 tuần. Về chụp cam thường thì rất là rõ, nhưng lại k sắc nét thua luôn cả ipx. Mình đã sử dụng máy ipx và đã dùng cả 2 máy để so sánh độ chụp cam thường. Hơi thất vọng . Cố gắng giử gìn máy nhất có thể mà cũng như k . Nếu mà câu tl không chính đáng thì mình không bao giờ ghé đmx lần nữa",Đã dùng khoảng 7 ngày,0
r-49708855,iPhone 11,Ngọc,Đã mua tại DMX,"sử dụng gần 3 tháng pin còn 98% mặc dù sd rất kĩ. Sp tệ, k nên mua uổng tiền :))",Đã dùng khoảng 2 tháng,0
r-49489948,iPhone 11,Nguyễn Gia Bảo,Đã mua tại DMX,Mua từ 21/10/2021 mà nay cũng được 1 tháng rồi mà tình trạng pin tụt xuống 99% :((,Đã dùng khoảng 4 tuần,0
r-49094817,iPhone 11,Lê Sinh Kiên,Đã mua tại TGDD,tôi mới mua máy tối hôm qua. Về dùng ko ok lắm. Gọi zalo Facebook rè rè nghe ko rõ,Đã dùng khoảng 1 ngày,0
r-48872492,iPhone 11,Hieu,Đã mua tại TGDD,Điện thoại mua tại tgdd được 15 ngày . Sao pin tụt nhanh thế ạ . Hichic ………………..,Đã dùng khoảng 3 tuần,0
r-48397541,iPhone 11,Anh Dũng,Đã mua tại TGDD,Mới mua dc 3 ngày mà sạc pin hết 6 lần. Máy nóng pin tụt lẹ. Mua dt mà k dám sài để dành pin công việc. Ko biết là lỗi do đâu,Đã dùng khoảng 1 ngày,0
r-47778379,iPhone 11,Mai Van Duong,Đã mua tại TGDD,"Máy mua mới đúng 1 tháng, mặc gì sài rất kỉ , sài tới 20% là sạc, canh khoảng 1h30 phút vừa đủ 100% là ngắt điện ,nhưng hiện tại thì pin còn 99% , thất vọng",Đã dùng khoảng 1 tháng,0
r-47748950,iPhone 11,Võ Tá Bảo,Đã mua tại TGDD,"Iphone 11 mới mua ddc 3 ngayf xạc mới 5 lần mà máy nóng như than , k dùng đến máy vẩn nóng",Đã dùng khoảng 2 ngày,0
r-47700835,iPhone 11,Hoàng Huyền Trang,Đã mua tại TGDD,Mua gần 7 tháng chỉ dùng fb gọi điện zalo mà sụt pin. Còn 93%. Nản. Trước mua con 7 plus dùng 3 năm mới 90%. Quá chán.,Đã dùng khoảng 6 tháng,0
r-47492920,iPhone 11,Vinh,Đã mua tại DMX,"Máy nóng,bắt sóng kém , cảm ứng ko kiểu chữ nhỏ là bấm lệch.chíp ko mạnh.bấm tin nhắn trò chuyện khi chơi game mà bấm thứ 2 chủ nhật mới nổi.thua máy trung quốc nữa",Đã dùng khoảng 7 ngày,0
r-47394102,iPhone 11,Thuỷ,Đã mua tại TGDD,"Ac cho m hỏi ip 11 m mua ngày 15/7/2021 đến bây giờ thì pin sạc 91% là báo đã sạc đầy pin, sóng sim thì khi nào cũng 1 - 2 vạch. Như vậy tgdd hỗ trợ đổi máy k?",Đã dùng khoảng 3 tuần,0
r-47393343,iPhone 11,Nguyễn Thị Chung,Đã mua tại TGDD,Camera chụp hình bị nhiễu và mờ. Có cách nào khắc phục không ạ. Mơi mua máy 2 ngay có đổi dc máy ko ạ,Đã dùng khoảng 1 ngày,0
r-46739547,iPhone 11,Trần Văn Khang,Đã mua tại TGDD,"Về mới thấy màn hình thì hơi vàng tí, chụp hình thì camera bị nhoè nhoè làm sao đó,",Đã dùng khoảng 2 tuần,0
r-46714670,iPhone 11,Thi,Đã mua tại TGDD,Hồi trc em sài cái ip7plus chụp hình = cam thường ok lắm nó kh bị kiểu ghè ghè hột hột vô hình . Còn h sài cái ip 11 chụp = cam thường nó cứ bị nhiễu nhiễu ảnh kh dc ok Kh bt phải tại camera lỗi kh nữa,Đã dùng khoảng 3 tuần,0
r-46625992,iPhone 11,Trần Thị Vân Anh,Đã mua tại TGDD,"Sao e mới mua xài đc tầm 1 tháng mà bị xuống pin nhanh quá,k làm gì để đó mà cũng bị tụt pin",Đã dùng khoảng 3 tuần,0
r-46400118,iPhone 11,Lê Thị Hoài Phương,Đã mua tại TGDD,"Mua ip11 chính hãng VN/A cắm sạc rất cẩn thận, vậy mà mới xài đúng 1 tháng, pin xuống còn 99%. Chất lượng kiểu này ai mà dám xài. Bữa nay lại xuất hiện thêm trình trang nóng máy khi xem phim nữa. Chán",Đã dùng khoảng 1 tháng,0
r-46351179,iPhone 11,Lê Thịnh,Đã mua tại TGDD,Cảm thấy pin hàng VN/A của TGDĐ không đc tốt. Mới mua đầu tháng 2 mà giờ pin 99%. Cắm sac rất cẩm thận. Trc mua con 8+ chưa hết năm thì pin còn 89%. Thất vọng,Đã dùng khoảng 3 tháng,0
r-46270042,iPhone 11,Lê,Đã mua tại TGDD,Bỏ ra số tiền lớn để mua nhưng mới sài tầm 3 tháng 20 ngày thì còn 97%. Trong khi đó mình mua ip6 sài 1 năm còn 98%. Gọi đt cho bạn bè thì đang nói chiện lấy đt ra để nhập sdt thì màng hình tối thui. Tưởng 1-2 lần. Nhưng cường độ ngày 1 thêm tăng. Quá thất vọng,Đã dùng khoảng 3 tháng,0
r-46204330,iPhone 11,An,Đã mua tại TGDD,"iphone 11 của e mới mua ở thế giới di động được hơn 1 tháng, e chỉ lướt fb tiktok và youtube mà giờ dung lượng pin đã bị giảm còn 97% là sạo ạ",Đã dùng khoảng 1 tháng,0
r-46078175,iPhone 11,Nguyên,Đã mua tại TGDD,Sản phẩm về loa nghe gọi bình thường còn gọi Zalo hay Facebook rất rè. Nhân viên tgdđ ko có muốn giúp khách hàng khắc phục,Đã dùng khoảng 2 tháng,0
r-45455357,iPhone 11,Trang,Đã mua tại TGDD,"Máy mới mua đươc tầm 10 ngày nhanh hết pin cực kỳ, tắt wifi để từ tối tới sáng cũng hao pin, dùng cỡ trên 20p liên tục là máy nóng",Đã dùng khoảng 1 tuần,0
r-45356216,iPhone 11,Phạm Hồng Nguyên,Đã mua tại TGDD,iPhone 11 mới mua mà sao cứ tự động chụp ảnh màn hình hoài v ạ cập nhật phần mềm được 3 hôm thì r nó cũng v,Đã dùng khoảng 1 tháng,0
r-44977099,iPhone 11,Huỳnh Thanh Thật,Đã mua tại TGDD,ip 11 của tôi vừa mua đc hơn tuần máy sóng yếu quá mạng 4g thông báo zalo bị nghẽn khi máy không sử dụng lúc bật sử dụng hay ai gọi cái là thông báo dồn dặp khó chịu quá camera gọi mesenger thì màu bị ố màu . Có phải do máy bị lỗi ko qtv,Đã dùng khoảng 1 tuần,0
r-43881378,iPhone 11,Nguyễn Thảo Duy,Đã mua tại TGDD,"Sử dụng được 4 tháng thì pin hao còn 95%, Pin còn 70% sau 1 đêm thì tắt nguồn là như thế nào ạ",Đã dùng khoảng 3 tháng,0
r-43715283,iPhone 11,Bích Ngân,Đã mua tại TGDD,"Pin xài nhanh k trâu như lời đồn .. chỉ sài tiktok tầm 4,5tieng là hết pin .. mua máy đập hộp tin tưởng nên k kiểm tra kỹ .. về nhà thấy trên màng hình trầy vài đường cực nhỏ .. nhìn ký vào màn mới thấy .. đem ra hỏi nhân viên k cho đổi .. thất vọng",Đã dùng khoảng 1 tháng,0
r-39941147,iPhone 11,Nguyen Anh,Đã mua tại TGDD,"Đt mới xài 1 ngày chưa bàn tới nhưng mình không ngờ tgdd mà không có nổi người dán màn hình chuyên nghiệp. Dán mặt sau mất 50k mà dán bằng 1 tấm keo to xong lấy dao lam cắt miếng dán ấn mạnh cà vào cả mặt kính lưng của mình, cắt thì lem nhem thấy gớm quá phải mua miếng khác tự về dán thì lột ra thấy 1 vết dao lam trên kính. Xót quá, Thất vọng",Đã dùng khoảng 1 ngày,0
r-39831981,iPhone 11,Lan,Đã mua tại DMX,"máy mới dùng 2 tháng, sạc pin xong máy nóng ran, không dùng nữa đi ngủ , sáng ra dùng được 20 phút máy lại nóng ran không hiểu nổi",Đã dùng khoảng 1 tháng,0
r-39722111,iPhone 11,Nguyễn Văn Ngọc,Đã mua tại TGDD,tốc độ lưu ảnh chậm ko khác j con ip6 có lúc còn bị đơ!ra hỏi nhân viên kêu con này nhiều tính năng hơn nên lưu chậm là bình thường😂!nghe muốn đập dt đi về dùng ip6 cho rồi! có ai bị như mình ko?,Đã dùng khoảng 2 tuần,0
r-53657520,iPhone 11,Võ Minh Tân,Đã mua tại DMX,"Mua được 1 tháng lỗi chập chờn nói người khác không nghe , bảo hàng tận 56 ngày mới trả máy , dùng được 2 ngày thì lỗi lại tới TGDD thì bảo mang đi BH lại . Thôi đi sửa ngoài cho lành chứ bh tận 2 tháng thì ối dồi ơi",Đã dùng khoảng 8 tháng,0
r-53612534,iPhone 11,Đỗ Xuân Nam,Đã mua tại TGDD,"Mh có mua đt ip 11 tại tgdd, dùng hơn 1 tháng thì bị cháy led 1 góc, nhìn là biết lỗi từ phía nhà sản xuất. Đem đi bảo hành thì nhân viên đùn đẩy trách nhiệm từ người này sang cửa hàng khác, lúc đầu báo BH 15 ngày sau lại báo 30 ngày. Sao 1 hãng lớn thông tin BH lại không thống nhất vậy. Xong lúc đầu nv báo đổi máy mới mất 10%, sau vài hôm nv lại báo mất 20% đổi máy. Chán thật sự với cách giải quyết bảo hành cho KH, giờ KH không có máy dùng thì nv báo 1 có 1 cái máy nào cho KH sử dụng trong thời gian bảo hành. Tgdd bán 1 máy lỗi cho khách giờ không có 1 chút trách nhiệm với KH, giờ lại bắt KH chịu phí đổi máy chưa kể đem máy đi BH không có 1 cái tem niêm phong nào đảm bảo không rã máy khách trong quá trình thẩm định máy , chế độ BH không có 1 chút lợi ích gì cho KH, đùn đẩy trách nhiệm thông tin BH lại không thống nhất. Thật sự mà nói trước đây mình mua mọi thứ điện thoại, điện máy đều ở đây. Sau lần này sẽ không bao giờ quay lại nữa! Yêu cầu bên phía tgdd có trách nhiệm sau khi bán sp lỗi cho KH, chứ không phải tư vấn chỉ để bán hàng, xong thì không có trách nhiệm như vậy được!",Đã dùng khoảng 1 tháng,0
r-53230557,iPhone 11,Quan,Đã mua tại TGDD,Minh la khach hang than thiet cua tgdd..minh da tung mua hang ben tgdd may trăm trieu roi cu vao lich su mua hang cua minh la biet.vi vay de nghi tgdd.phai co trach nhiem voi minh,Đã dùng khoảng 2 tháng,2
r-52854332,iPhone 11,TÂM,Đã mua tại TGDD,Bên fpt thì có 10 triệu mấy. Mua bên đây thì 11 triệu mấy,Đã dùng khoảng 1 tuần,0
r-52646290,iPhone 11,Hoàng Văn Xuân,Đã mua tại TGDD,"Tôi mua iPhone 11 về sử dụng sóng yếu, wifi quá yếu so với máy hiệu khác, sóng thường xuyên 3 vạch mang lại TGDĐ họ nói bình thường. Quá buồn!",Đã dùng khoảng 2 tháng,0
r-52578538,iPhone 11,TỨ,Đã mua tại DMX,Giá thì đắt so voi chỗ khác,Đã dùng khoảng 1 tuần,0
r-52385913,iPhone 11,Hoàng Xuân Chí,Đã mua tại DMX,Khuyên mọi người không nên mua iphone 11 nha .Camera tệ lắm nhiễu với mờ .Thất vọng về tgdd kinh khủng.Đt mình mua đập hộp hôm 17/08/2022 đến nay là hơn 13 ngày mà nản,Đã dùng khoảng 1 tuần,0
